text,new_text
Создай задачу: Добавить возможность авторизации и регистрации через социальные сети,создавать задача :  добавлять возможность авторизация и регистрация через социальный сеть
Создай задачу: Разработка бекенда Алексей: 68 Разработать систему управления статическим контентом блог новости,создавать задача :  разработка бекенд алексей :  68 разрабатывать система управление статический контент блог новость
Создай задачу: Создать механизм обратной связи с формой обращения,создавать задача :  создавать механизм обратный связь с форма обращение
Создай задачу: Разработать механизм рассылки emailуведомлений и новостей подписчикам,создавать задача :  разрабатывать механизм рассылка emailуведомлений и новость подписчик
Создай задачу: Добавить возможность восстановления пароля,создавать задача :  добавлять возможность восстановление пароль
Создай задачу: Разработать систему обработки возвратов и обменов товаров,создавать задача :  разрабатывать система обработка возврат и обмен товар
Создай задачу: Реализовать функциональность Сравнение цен для разных поставщиков товаров,создавать задача :  реализовать функциональность сравнение цена для разный поставщик товар
Создай задачу: Интеграция и тестирование: 74 Интегрировать систему аналитики для отслеживания поведения пользователей,создавать задача :  интеграция и тестирование :  74 интегрировать система аналитик для отслеживание поведение пользователь
Создай задачу: Провести тестирование производительности сервера при большой нагрузке,создавать задача :  проводить тестирование производительность сервер при большой нагрузка
Создай задачу: Отладить и оптимизировать запросы к базе данных для ускорения работы сайта,создавать задача :  отлаживать и оптимизировать запрос к база данные для ускорение работа сайт
Создай задачу: Провести тестирование интеграции с социальными сетями для авторизации,создавать задача :  проводить тестирование интеграция с социальный сеть для авторизация
Создай задачу: Провести тестирование кроссбраузерной совместимости для старых версий браузеров,создавать задача :  проводить тестирование кроссбраузерный совместимость для старый версия браузер
Создай задачу: Оптимизация и доработка: 79 Разработать механизм кэширования для ускорения загрузки страниц,создавать задача :  оптимизация и доработка :  79 разрабатывать механизм кэширование для ускорение загрузка страница
Создай задачу: Оптимизировать скорость работы системы поиска товаров,создавать задача :  оптимизировать скорость работа система поиск товар
Создай задачу: Добавить функциональность Сортировка товаров по популярности,создавать задача :  добавлять функциональность сортировка товар по популярность
Создай задачу: Разработать механизм автоматической генерации карты сайта для SEO,создавать задача :  разрабатывать механизм автоматический генерация карта сайт для seo
Создай задачу: Провести ABтестирование различных версий страниц для оптимизации конверсии,создавать задача :  проводить abтестирование различный версия страница для оптимизация конверсия
Создай задачу: Реализовать систему уведомлений для администраторов о новых заказах,создавать задача :  реализовывать система уведомление для администратор о новый заказ
Создай задачу: Запуск и поддержка: 85 Провести финальное тестирование перед запуском,создавать задача :  запуск и поддержка :  85 проводить финальный тестирование перед запуск
Создай задачу: Запустить сайт на выбранном хостинге или сервере,создавать задача :  запускать сайт на выбирать хостинг или сервер
Создай задачу: Подготовить и разместить файл robotstxt для поисковых роботов,создавать задача :  подготовить и размещать файл robotstxt для поисковый робот
Создай задачу: Настроить систему резервного копирования данных сайта,создавать задача :  настраивать система резервный копирование данные сайт
Создай задачу: Создать план регулярных обновлений и улучшений сайта,создавать задача :  создавать план регулярный обновление и улучшение сайт
Создай задачу: Обеспечить мониторинг доступности и производительности сайта,создавать задача :  обеспечивать мониторинг доступность и производительность сайт
Создай задачу: Предоставить техническую поддержку заказчику по запросу,создавать задача :  предоставлять технический поддержка заказчик по запрос
Создай задачу: Оценить потребность в масштабировании системы в будущем,создавать задача :  оценивать потребность в масштабирование система в будущее
Создай задачу: Провести анализ требований безопасности и создать план обеспечения безопасности,создавать задача :  проводить анализ требование безопасность и создавать план обеспечение безопасность
Создай задачу: Разработать план реагирования на инциденты и восстановления после сбоев,создавать задача :  разрабатывать план реагирование на инцидент и восстановление после сбой
Создай задачу: Подготовить регулярные отчеты для заказчика о ходе проекта,создавать задача :  подготовить регулярный отчет для заказчик о ход проект
Создай задачу: Дизайн и макетирование для Ольги и Дмитрия: 97 Создать макеты страницы FAQ Часто задаваемые вопросы,создавать задача :  дизайн и макетирование для ольга и дмитрий :  97 создавать макет страница faq часто задавать вопрос
Создай задачу: Разработать макет страницы Корзина с подробной информацией о заказе,создавать задача :  разрабатывать макет страница корзина с подробный информация о заказ
Создай задачу: Доработать дизайн emailрассылок для маркетинговых кампаний,создавать задача :  дорабатывать дизайн emailрассылок для маркетинговый кампания
Создай задачу: Разработать дизайн страницы Результаты поиска,создавать задача :  разрабатывать дизайн страница результат поиск
Создай задачу: Создать макеты для страницы Политика возврата товаров,создавать задача :  создавать макет для страница политик возврат товар
Создай задачу: Доработать дизайн элементов для версии сайта на планшетах,создавать задача :  дорабатывать дизайн элемент для версия сайт на планшет
Создай задачу: Разработка фронтенда Иван и Елена: 103 Разработать страницу для отображения акций и скидок,создавать задача :  разработка фронтенд иван и елена :  103 разрабатывать страница для отображение акция и скидка
Создай задачу: Реализовать функциональность Подписка на новости и акции,создавать задача :  реализовать функциональность подписка на новость и акция
Создай задачу: Разработать страницу с формой обратной связи для пользователей,создавать задача :  разрабатывать страница с форма обратный связь для пользователь
Создай задачу: Создать страницу Отзывы о магазине и реализовать добавление отзывов,создавать задача :  создавать страница отзыв о магазин и реализовать добавление отзыв
Создай задачу: Добавить возможность сохранения товаров в Избранное для пользователей,создавать задача :  добавлять возможность сохранение товар в избранный для пользователь
Создай задачу: Разработать страницу с условиями доставки и оплаты,создавать задача :  разрабатывать страница с условие доставка и оплата
Создай задачу: Разработка бекенда Алексей: 109 Реализовать систему управления акциями и скидками,создавать задача :  разработка бекенд алексей :  109 реализовывать система управление акция и скидка
Создай задачу: Разработать механизм отправки emailрассылок подписчикам,создавать задача :  разрабатывать механизм отправка emailрассылок подписчик
Создай задачу: Создать систему обработки и анализа данных о пользователях для маркетинга,создавать задача :  создавать система обработка и анализ данные о пользователь для маркетинг
Создай задачу: Разработать систему для обработки заявок на возврат товаров,создавать задача :  разрабатывать система для обработка заявка на возврат товар
Создай задачу: Реализовать механизм управления и администрирования сайтом для администраторов магазина,создавать задача :  реализовать механизм управление и администрирование сайт для администратор магазин
Создай задачу: Разработать систему отслеживания и анализа ошибок и логов сервера,создавать задача :  разрабатывать система отслеживание и анализ ошибка и лог сервер
Создай задачу: Интеграция и тестирование: 115 Провести интеграционное тестирование с внешними системами платежи доставка,создавать задача :  интеграция и тестирование :  115 проводить интеграционный тестирование с внешний система платеж доставка
Создай задачу: Проверить работу системы аналитики и отчетности,создавать задача :  проверять работа система аналитика и отчетность
Создай задачу: Провести тестирование на нагрузку для определения максимальной производительности,создавать задача :  проводить тестирование на нагрузка для определение максимальный производительность
Создай задачу: Тестировать работу системы с разными версиями операционных систем,создавать задача :  тестировать работа система с разный версия операционный система
Создай задачу: Оценить устойчивость сайта к DDoSатакам и создать план предотвращения,создавать задача :  оценивать устойчивость сайт к ddosатакам и создавать план предотвращение
Создай задачу: Оптимизация и доработка: 120 Разработать механизмы кэширования данных для ускорения загрузки,создавать задача :  оптимизация и доработка :  120 разрабатывать механизм кэширование данные для ускорение загрузка
Создай задачу: Оптимизировать работу системы поиска и рекомендаций товаров,создавать задача :  оптимизировать работа система поиск и рекомендация товар
Создай задачу: Добавить функциональность Отслеживание статуса заказа,создавать задача :  добавлять функциональность отслеживание статус заказ
Создай задачу: Реализовать возможность оставлять отзывы о товарах,создавать задача :  реализовать возможность оставлять отзыв о товар
Создай задачу: Внедрить механизмы автоматической проверки цен на товары у конкурентов,создавать задача :  внедрять механизм автоматический проверка цена на товар у конкурент
Создай задачу: Разработать систему уведомлений для клиентов о статусе заказа,создавать задача :  разрабатывать система уведомление для клиент о статус заказ
Создай задачу: Запуск и поддержка: 126 Запустить систему мониторинга производительности сайта,создавать задача :  запуск и поддержка :  126 запускать система мониторинг производительность сайт
Создай задачу: Создать план регулярного резервного копирования данных,создавать задача :  создавать план регулярный резервный копирование данные
Создай задачу: Провести обучение персонала заказчика по администрированию сайта,создавать задача :  проводить обучение персонал заказчик по администрирование сайт
Создай задачу: Подготовить инструкции для пользователей по размещению заказов,создавать задача :  подготовить инструкция для пользователь по размещение заказ
Создай задачу: Организовать и провести официальное тестирование сайта перед запуском,создавать задача :  организовывать и проводить официальный тестирование сайт перед запуск
Создай задачу: Разработать систему обратной связи и оценки удовлетворенности клиентов Продолжим декомпозицию задач:,создавать задача :  разрабатывать система обратный связь и оценка удовлетворенность клиент продолжать декомпозиция задача
Создай задачу: Планирование и анализ требований: 132 Провести анализ пользовательского опыта и интерфейса,создавать задача :  планирование и анализ требование :  132 проводить анализ пользовательский опыт и интерфейс
Создай задачу: Определить список необходимых технических интеграций с внешними сервисами,создавать задача :  определять список необходимый технический интеграция с внешний сервис
Создай задачу: Разработать план обеспечения безопасности для обработки платежей,создавать задача :  разрабатывать план обеспечение безопасность для обработка платеж
Создай задачу: Подготовить документацию по рекомендациям по улучшению производительности сайта,создавать задача :  подготовить документация по рекомендация по улучшение производительность сайт
Создай задачу: Оценить потребность в резервных серверах и создать план их использования,создавать задача :  оценивать потребность в резервный сервер и создавать план их использование
Создай задачу: Дизайн и макетирование для Ольги и Дмитрия: 137 Разработать макет страницы Карта сайта для улучшения навигации,создавать задача :  дизайн и макетирование для ольга и дмитрий :  137 разрабатывать макет страница карта сайт для улучшение навигация
Создай задачу: Доработать дизайн элементов для версии сайта на мобильных устройствах,создавать задача :  дорабатывать дизайн элемент для версия сайт на мобильный устройство
Создай задачу: Создать макеты для страницы Сравнение товаров,создавать задача :  создавать макет для страница сравнение товар
Создай задачу: Разработать дизайн страницы Поддержка и обратная связь,создавать задача :  разрабатывать дизайн страница поддержка и обратный связь
Создай задачу: Доработать дизайн элементов для улучшения юзабилити сайта,создавать задача :  дорабатывать дизайн элемент для улучшение юзабилити сайт
Создай задачу: Разработать макеты для страницы Специальные предложения и распродажи,создавать задача :  разрабатывать макет для страница специальный предложение и распродажа
Создай задачу: Разработка фронтенда Иван и Елена: 143 Реализовать функциональность добавления товаров в Избранное,создавать задача :  разработка фронтенд иван и елена :  143 реализовать функциональность добавление товар в избранный
Создай задачу: Разработать страницу Управление подписками на новости и акции,создавать задача :  разрабатывать страница управление подписка на новость и акция
Создай задачу: Создать страницу для отображения истории заказов пользователей,создавать задача :  создавать страница для отображение история заказ пользователь
Создай задачу: Реализовать функциональность Отправить товар другу с возможностью скидки,создавать задача :  реализовать функциональность отправлять товар друг с возможность скидка
Создай задачу: Разработать механизм сортировки и фильтрации отзывов о товарах,создавать задача :  разрабатывать механизм сортировка и фильтрация отзыв о товар
Создай задачу: Создать страницу для отображения рейтинга и обзоров товаров,создавать задача :  создавать страница для отображение рейтинг и обзор товар
Создай задачу: Разработка бекенда Алексей: 149 Разработать систему управления контентом для новостей и блога,создавать задача :  разработка бекенд алексей :  149 разрабатывать система управление контент для новость и блог
Создай задачу: Создать механизм управления динамическими параметрами на сайте цены остатки,создавать задача :  создавать механизм управление динамический параметр на сайт цена остаток
Создай задачу: Разработать систему сбора и анализа данных о поведении пользователей,создавать задача :  разрабатывать система сбор и анализ данные о поведение пользователь
Создай задачу: Реализовать механизмы автоматической генерации отчетов для администраторов,создавать задача :  реализовать механизм автоматический генерация отчет для администратор
Создай задачу: Разработать систему управления рекламой и маркетинговыми кампаниями,создавать задача :  разрабатывать система управление реклама и маркетинговый кампания
Создай задачу: Создать механизм рассылки персонализированных предложений для клиентов,создавать задача :  создавать механизм рассылка персонализировать предложение для клиент
Создай задачу: Интеграция и тестирование:,создавать задача :  интеграция и тестирование
Создай задачу: Проверить совместимость сайта с различными версиями операционных систем мобильных устройств,создавать задача :  проверять совместимость сайт с различный версия операционный система мобильный устройство
Создай задачу: Провести тестирование на соответствие требованиям к адаптивности responsive design,создавать задача :  проводить тестирование на соответствие требование к адаптивность responsive design
Создай задачу: Тестировать интеграцию с системой отслеживания аналитики и конверсий,создавать задача :  тестировать интеграция с система отслеживание аналитика и конверсия
Создай задачу: Оценить производительность системы при одновременной работе множества пользователей,создавать задача :  оценивать производительность система при одновременный работа множество пользователь
Создай задачу: Провести тестирование совместимости с различными браузерами и устройствами,создавать задача :  проводить тестирование совместимость с различный браузер и устройство
Создай задачу: Добавить функциональность Поделиться отзывом о товаре в социальных сетях,создавать задача :  добавлять функциональность поделиться отзыв о товар в социальный сеть
Создай задачу: Разработать механизм отправки уведомлений пользователю о скидках на избранные товары,создавать задача :  разрабатывать механизм отправка уведомление пользователь о скидка на избранный товар
Создай задачу: Внедрить систему управления учетными записями для корпоративных клиентов,создавать задача :  внедрять система управление учетный запись для корпоративный клиент
Создай задачу: Создать страницу для отображения статистики о продажах и посещаемости сайта,создавать задача :  создавать страница для отображение статистика о продажа и посещаемость сайт
Создай задачу: Разработать систему уведомлений администраторам о новых заказах и обращениях,создавать задача :  разрабатывать система уведомление администратор о новый заказ и обращение
Создай задачу: Подготовить и интегрировать систему слежения за инцидентами и сбоями,создавать задача :  подготовить и интегрировать система слежение за инцидент и сбой
Создай задачу: Создать механизм реагирования на негативные отзывы и обращения пользователей,создавать задача :  создавать механизм реагирование на негативный отзыв и обращение пользователь
Создай задачу: Разработать механизм мониторинга доступности сайта и его состояния,создавать задача :  разрабатывать механизм мониторинг доступность сайт и его состояние
Создай задачу: Обеспечить регулярное обновление контента и товаров на сайте,создавать задача :  обеспечивать регулярный обновление контент и товар на сайт
Создай задачу: Провести аудит безопасности сайта и внедрить рекомендации по улучшению,создавать задача :  проводить аудит безопасность сайт и внедрять рекомендация по улучшение
Создай задачу: Иван Петров подготовьте отчет по продажам за 3 квартал к 1 декабря,создавать задача :  иван петров подготовить отчет по продажа за 3 квартал к 1 декабрь
Создай задачу: Мария Сидорова проведите анализ рынка для нового продукта к 15 января,создавать задача :  мария сидоров проводить анализ рынок для новый продукт к 15 январь
Создай задачу: Алексей Орлов разработайте медиаплан на следующий год к 10 февраля,создавать задача :  алексей орел разрабатывать медиаплан на следующий год к 10 февраль
Создай задачу: Ольга Жукова подготовьте предложения по продвижению новой услуги к 1 марта,создавать задача :  ольга жуков подготовить предложение по продвижение новый услуга к 1 март
Создай задачу: Петр Лебедев проведите сегментацию клиентов компании к 20 марта,создавать задача :  петр лебедев проводить сегментация клиент компания к 20 март
Создай задачу: Анна Кузнецова разработайте анкету для исследования рынка к 5 апреля,создавать задача :  анна кузнецова разрабатывать анкета для исследование рынок к 5 апрель
Создай задачу: Сергей Попов проанализируйте результаты рекламной кампании к 15 апреля,создавать задача :  сергей попов проанализировать результат рекламный кампания к 15 апрель
Создай задачу: Юлия Соколова подготовьте план мероприятий для продвижения бренда к 1 мая,создавать задача :  юлия соколов подготовить план мероприятие для продвижение бренд к 1 май
Создай задачу: Виктор Романов разработайте систему скидок для постоянных клиентов к 10 мая,создавать задача :  виктор романов разрабатывать система скидка для постоянный клиент к 10 май
Создай задачу: Елена Савельева проанализируйте потребности целевой аудитории к 20 мая,создавать задача :  елена савельев проанализировать потребность целевой аудитория к 20 май
Создай задачу: Александр Логинов разработайте концепцию вирусной рекламной кампании к 1 июня,создавать задача :  александр логинов разрабатывать концепция вирусный рекламный кампания к 1 июнь
Создай задачу: Кристина Беляева проведите оценку удовлетворенности клиентов к 10 июня,создавать задача :  кристина беляев проводить оценка удовлетворенность клиент к 10 июнь
Создай задачу: Игорь Волков разработайте план продвижения в социальных сетях на следующий квартал к 15 июня,создавать задача :  игорь волк разрабатывать план продвижение в социальный сеть на следующий квартал к 15 июнь
Создай задачу: Наталья Куликова проанализируйте ассортимент продукции конкурентов к 20 июня,создавать задача :  наталья куликов проанализировать ассортимент продукция конкурент к 20 июнь
Создай задачу: Павел Никитин разработайте анкету для опроса клиентов к 1 июля,создавать задача :  павел никитин разрабатывать анкета для опрос клиент к 1 июль
Создай задачу: Людмила Журавлева спланируйте рекламную кампанию в интернете на следующий месяц к 10 июля,создавать задача :  людмила журавлев спланировать рекламный кампания в интернет на следующий месяц к 10 июль
Создай задачу: Анатолий Петухов проанализируйте рыночные возможности нового стартапа к 15 июля,создавать задача :  анатолий петух проанализировать рыночный возможность новый стартап к 15 июль
Создай задачу: Галина Сидоренко разработайте маркетинговую стратегию компании на следующий год к 20 июля,создавать задача :  галина сидоренко разрабатывать маркетинговый стратегия компания на следующий год к 20 июль
Создай задачу: Василий Орлов спланируйте участие в отраслевой выставке к 1 августа,создавать задача :  василий орел спланировать участие в отраслевой выставка к 1 август
Создай задачу: Екатерина Лазарева разработайте программу лояльности для клиентов к 10 августа,создавать задача :  екатерина лазарев разрабатывать программа лояльность для клиент к 10 август
Создай задачу: Светлана Аникеева проанализируйте потребительские предпочтения целевой аудитории к 15 августа,создавать задача :  светлана аникеева проанализировать потребительский предпочтение целевой аудитория к 15 август
Создай задачу: Алексей Жуков подготовьте предложения по оптимизации сайта к 20 августа,создавать задача :  алексей жуков подготовить предложение по оптимизация сайт к 20 август
Создай задачу: Олег Смирнов разработайте концепцию брендбука компании к 1 сентября,создавать задача :  олег смирнов разрабатывать концепция брендбук компания к 1 сентябрь
Создай задачу: Ирина Васильева спланируйте проведение фокусгруппы с потребителями к 10 сентября,создавать задача :  ирина васильев спланировать проведение фокусгруппа с потребитель к 10 сентябрь
Создай задачу: Сергей Логинов проанализируйте эффективность маркетинговых инвестиций за полугодие к 15 сентября,создавать задача :  сергей логинов проанализировать эффективность маркетинговый инвестиция за полугодие к 15 сентябрь
Создай задачу: Валентина Петрова подготовьте план digitalпродвижения на следующий квартал к 20 сентября,создавать задача :  валентина петров подготовить план digitalпродвижения на следующий квартал к 20 сентябрь
Создай задачу: Антон Сидоров разработайте сценарии видеороликов для YouTube к 1 октября,создавать задача :  антон сидоров разрабатывать сценарий видеоролик для youtube к 1 октябрь
Создай задачу: Николай Орлов спланируйте email рассылку потенциальным клиентам к 10 октября,создавать задача :  николай орел спланировать email рассылка потенциальный клиент к 10 октябрь
Создай задачу: Марина Жукова проанализируйте пул инфлюенсеров для сотрудничества к 15 октября,создавать задача :  марина жуков проанализировать пул инфлюенсер для сотрудничество к 15 октябрь
Создай задачу: Павел Лебедев подготовьте отчет о проделанной работе в области маркетинга за месяц к 20 октября,создавать задача :  павел лебедев подготовить отчет о проделывать работа в область маркетинг за месяц к 20 октябрь
Создай задачу: Анна Кузнецова разработайте лендинг для продвижения нового продукта к 1 ноября,создавать задача :  анна кузнецова разрабатывать лендинг для продвижение новый продукт к 1 ноябрь
Создай задачу: Сергей Попов спланируйте запуск таргетированной рекламы в соцсетях на следующую неделю к 5 ноября,создавать задача :  сергей попов спланировать запуск таргетированный реклама в соцсеть на следующий неделя к 5 ноябрь
Создай задачу: Юлия Соколова проанализируйте репутацию бренда в сети к 10 ноября,создавать задача :  юлия соколов проанализировать репутация бренд в сеть к 10 ноябрь
Создай задачу: Виктор Романов подготовьте предложения по повышению узнаваемости компании к 15 ноября,создавать задача :  виктор роман подготовить предложение по повышение узнаваемость компания к 15 ноябрь
Создай задачу: Елена Савельева разработайте funnel продаж для интернетмагазина к 20 ноября,создавать задача :  елена савельев разрабатывать funnel продажа для интернетмагазин к 20 ноябрь
Создай задачу: Александр Логинов спланируйте создание контентплана на месяц вперед к 25 ноября,создавать задача :  александр логинов спланировать создание контентплан на месяц вперед к 25 ноябрь
Создай задачу: Кристина Беляева проанализируйте аудиторию сообществ компании в социальных сетях к 1 декабря,создавать задача :  кристина беляев проанализировать аудитория сообщество компания в социальный сеть к 1 декабрь
Создай задачу: Игорь Волков подготовьте план PR мероприятий на квартал к 10 декабря,создавать задача :  игорь волк подготовить план pr мероприятие на квартал к 10 декабрь
Создай задачу: Наталья Куликова разработайте концепцию вирусного видео для YouTube к 15 декабря,создавать задача :  наталья куликов разрабатывать концепция вирусный видео для youtube к 15 декабрь
Создай задачу: Павел Никитин спланируйте запуск контекстной рекламы на январь к 20 декабря,создавать задача :  павел никитин спланировать запуск контекстный реклама на январь к 20 декабрь
Создай задачу: Проанализировать эффективность проведенной в прошлом месяце рекламной кампании в интернете и подготовить отчет к понедельнику Ответственный  Анна Иванова,создавать задача :  проанализировать эффективность проводить в прошлый месяц рекламный кампания в интернет и подготовить отчет к понедельник ответственный анна иванов
Создай задачу: Разработать несколько вариантов сценариев для нового видеоролика до конца недели Поручаю это Екатерине Сидоровой,создавать задача :  разрабатывать несколько вариант сценарий для новый видеоролик до конец неделя поручать это екатерина сидорова
Создай задачу: Мне нужны идеи для улучшения имиджа нашей фирмы к следующей планерке Попросите заняться этим Алексея Петрова,создавать задача :  я нужный идея для улучшение имидж наш фирма к следующий планерка попросить заниматься этот алексей петров
Создай задачу: Провести сегментацию клиентской базы по заданным параметрам в течение 5 дней Отв Сергей Орлов,создавать задача :  проводить сегментация клиентский база по заданный параметр в течение 5 день отв сергей орел
Создай задачу: Подготовить предложения по проведению вирусной интернеткампании для нашего нового продукта ко вторнику 3 марта Поручаю это Нине Кузьминой,создавать задача :  подготовить предложение по проведение вирусный интернеткампания для наш новый продукт ко вторник 3 март поручать это нина кузьмина
Создай задачу: Нам нужно проанализировать репутацию нашей компании в интернете к понедельнику чтобы понять направления для улучшения имиджа Попрошу заняться этим Петра Жукова,создавать задача :  мы нужно проанализировать репутация наш компания в интернет к понедельник чтобы понимать направление для улучшение имидж попросить заниматься это петр жуков
Создай задачу: Разработать концепцию программы лояльности для постоянных клиентов в срок до 1 апреля Исполнитель – Ольга Смирнова,создавать задача :  разрабатывать концепция программа лояльность для постоянный клиент в срок до 1 апрель исполнитель  –  ольга смирнов
Создай задачу: Мы планируем провести emailрассылку с акцией для привлечения новых клиентов Нужны варианты текстов писем к понедельнику Поручаю это Василию Логинову,создавать задача :  мы планировать проводить emailрассылку с акция для привлечение новый клиент нужный вариант текст письмо к понедельник поручать это василий логинов
Создай задачу: Провести анализ потребностей нашей целевой аудитории и подготовить рекомендации по оптимизации ассортимента к 10 мая Ответственная – Анна Петрова,создавать задача :  проводить анализ потребность наш целевой аудитория и подготовить рекомендация по оптимизация ассортимент к 10 май ответственный  –  анна петров
Создай задачу: Нам нужно спланировать создание контентплана на летний период к следующей планерке Поручаю это задание Юлии Волковой,создавать задача :  мы нужно спланировать создание контентплан на летний период к следующий планерка поручать это задание юлия волкова
Создай задачу: Проанализировать эффективность проведенной в прошлом месяце рекламной кампании в интернете и подготовить отчет к понедельнику Ответственный  Анна Иванова,создавать задача :  проанализировать эффективность проводить в прошлый месяц рекламный кампания в интернет и подготовить отчет к понедельник ответственный анна иванов
Создай задачу: Разработать несколько вариантов сценариев для нового видеоролика до конца недели Поручаю это Екатерине Сидоровой,создавать задача :  разрабатывать несколько вариант сценарий для новый видеоролик до конец неделя поручать это екатерина сидорова
Создай задачу: Мне нужны идеи для улучшения имиджа нашей фирмы к следующей планерке Попросите заняться этим Алексея Петрова,создавать задача :  я нужный идея для улучшение имидж наш фирма к следующий планерка попросить заниматься этот алексей петров
Создай задачу: Провести сегментацию клиентской базы по заданным параметрам в течение 5 дней Отв Сергей Орлов,создавать задача :  проводить сегментация клиентский база по заданный параметр в течение 5 день отв сергей орел
Создай задачу: Подготовить предложения по проведению вирусной интернеткампании для нашего нового продукта ко вторнику 3 марта Поручаю это Нине Кузьминой,создавать задача :  подготовить предложение по проведение вирусный интернеткампания для наш новый продукт ко вторник 3 март поручать это нина кузьмина
Создай задачу: Нам нужно проанализировать репутацию нашей компании в интернете к понедельнику чтобы понять направления для улучшения имиджа Попрошу заняться этим Петра Жукова,создавать задача :  мы нужно проанализировать репутация наш компания в интернет к понедельник чтобы понимать направление для улучшение имидж попросить заниматься это петр жуков
Создай задачу: Разработать концепцию программы лояльности для постоянных клиентов в срок до 1 апреля Исполнитель – Ольга Смирнова,создавать задача :  разрабатывать концепция программа лояльность для постоянный клиент в срок до 1 апрель исполнитель  –  ольга смирнов
Создай задачу: Мы планируем провести emailрассылку с акцией для привлечения новых клиентов Нужны варианты текстов писем к понедельнику Поручаю это Василию Логинову,создавать задача :  мы планировать проводить emailрассылку с акция для привлечение новый клиент нужный вариант текст письмо к понедельник поручать это василий логинов
Создай задачу: Провести анализ потребностей нашей целевой аудитории и подготовить рекомендации по оптимизации ассортимента к 10 мая Ответственная – Анна Петрова,создавать задача :  проводить анализ потребность наш целевой аудитория и подготовить рекомендация по оптимизация ассортимент к 10 май ответственный  –  анна петров
Создай задачу: Нам нужно спланировать создание контентплана на летний период к следующей планерке Поручаю это задание Юлии Волковой,создавать задача :  мы нужно спланировать создание контентплан на летний период к следующий планерка поручать это задание юлия волкова
Создай задачу: Ивану Петрову нужно проанализировать результаты маркетинговых инвестиций за прошлый квартал и подготовить рекомендации к понедельнику,создавать задача :  иван петров нужно проанализировать результат маркетинговый инвестиция за прошлый квартал и подготовить рекомендация к понедельник
Создай задачу: Мы планируем провести рекламную кампанию в интернете Попрошу Марию Сидорову разработать медиаплан и предложить варианты размещения ко вторнику,создавать задача :  мы планировать проводить рекламный кампания в интернет попросить мария сидоров разрабатывать медиаплан и предлагать вариант размещение ко вторник
Создай задачу: Алексею Орлову нужно спланировать нашу работу по созданию аккаунтов компании в социальных сетях на следующий месяц к пятнице,создавать задача :  алексей орлов нужно спланировать наш работа по создание аккаунт компания в социальный сеть на следующий месяц к пятница
Создай задачу: Ольга Жукова должна проанализировать ассортимент конкурентов и внести предложения по оптимизации нашего ассортимента к следующей планерке,создавать задача :  ольга жуков должный проанализировать ассортимент конкурент и вносить предложение по оптимизация наш ассортимент к следующий планерка
Создай задачу: Петру Лебедеву поручаю подготовить предложения по продвижению новой услуги для клиентов к 1 апреля,создавать задача :  петр лебедев поручать подготовить предложение по продвижение новый услуга для клиент к 1 апрель
Создай задачу: Анна Кузнецова разработайте анкету для исследования потребителей и представьте варианты опросника завтра,создавать задача :  анна кузнецова разрабатывать анкета для исследование потребитель и представлять вариант опросник завтра
Создай задачу: Сергей Попов вам нужно спланировать участие нашей компании в отраслевой конференции к 10 мая,создавать задача :  сергей попов вы нужно спланировать участие наш компания в отраслевой конференция к 10 май
Создай задачу: Юлии Соколовой поручаю провести конкурентный анализ и предложить способы улучшения имиджа нашего бренда к понедельнику,создавать задача :  юлия соколова поручать проводить конкурентный анализ и предлагать способ улучшение имидж наш бренд к понедельник
Создай задачу: Виктор Романов подготовьте отчет о проделанной работе по оптимизации сайта за месяц к следующей планерке,создавать задача :  виктор роман подготовить отчет о проделывать работа по оптимизация сайт за месяц к следующий планерка
Создай задачу: Елене Савельевой нужно разработать воронку продаж для нашего интернетмагазина к 1 июня,создавать задача :  елена савельева нужно разрабатывать воронка продажа для наш интернетмагазин к 1 июнь
Создай задачу: Попросить Ивана Иванова подготовить макет баннера к 1 марта,создавать задача :  попросить иван иванов подготовить макет баннер к 1 март
Создай задачу: Напомнить Маше завтра в 10 утра переделать логотип для нового клиента,создавать задача :  напоминать маша завтра в 10 утро переделывать логотип для новый клиент
Создай задачу: Сергей должен предоставить 3 варианта дизайна упаковки до конца этой недели,создавать задача :  сергей должный предоставлять 3 вариант дизайн упаковка до конец этот неделя
Создай задачу: Петр требуется верстка лендинга в течение 2 дней после утверждения макета,создавать задача :  петр требоваться верстка лендинг в течение 2 день после утверждение макет
Создай задачу: Олег нужны эскизы интерьера офиса к понедельнику,создавать задача :  олег нужный эскиз интерьер офис к понедельник
Создай задачу: Анна пожалуйста разработай несколько вариантов баннера ко Дню рождения компании ко 2 апреля,создавать задача :  анна пожалуйста разрабатывать несколько вариант баннер ко день рождение компания ко 2 апрель
Создай задачу: Максим требуется дизайн новогодних открыток к 15 декабря,создавать задача :  максим требоваться дизайн новогодний открытка к 15 декабрь
Создай задачу: Напомнить Кате завтра приступить к разработке фирменного стиля для нового ресторана,создавать задача :  напоминать катя завтра приступать к разработка фирменный стиль для новый ресторан
Создай задачу: Попросить Свету переделать презентацию к пятнице,создавать задача :  попросить свет переделывать презентация к пятница
Создай задачу: Игорь должен предоставить эскиз полиграфии для буклета ко вторнику,создавать задача :  игорь должный предоставлять эскиз полиграфия для буклет ко вторник
Создай задачу: Нужны от Нади 3D модели упаковки к 27 числу,создавать задача :  нужный от надя 3d модель упаковка к 27 число
