text,new_text,task_type,person,time
Создай задачу : Провести тренинг по лидерству к 16 : 00 завтра на Евгению,создавать задача : проводить тренинг по лидерство к 16 : 00 завтра на евгений,"['создавать задача : проводить тренинг по лидерство к 16 : 00 завтра на евгений', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить тренинг по лидерство к 16 : 00 завтра на евгений', {'entities': [(70, 77, 'person')]}]","['создавать задача : проводить тренинг по лидерство к 16 : 00 завтра на евгений', {'entities': [(52, 54, 'time'), (57, 59, 'time'), (60, 66, 'time')]}]"
Создай задачу : Отправить уведомление о важной встрече к 10 : 30 утра на Софию,создавать задача : отправлять уведомление о важный встреча к 10 : 30 утро на софия,"['создавать задача : отправлять уведомление о важный встреча к 10 : 30 утро на софия', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : отправлять уведомление о важный встреча к 10 : 30 утро на софия', {'entities': [(77, 82, 'person')]}]","['создавать задача : отправлять уведомление о важный встреча к 10 : 30 утро на софия', {'entities': [(61, 63, 'time'), (66, 68, 'time'), (69, 73, 'time')]}]"
Создай задачу : Подготовить отчет о выполненной работе к 13 : 00 сегодня на Дениса,создавать задача : подготовить отчет о выполнять работа к 13 : 00 сегодня на денис,"['создавать задача : подготовить отчет о выполнять работа к 13 : 00 сегодня на денис', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : подготовить отчет о выполнять работа к 13 : 00 сегодня на денис', {'entities': [(77, 82, 'person')]}]","['создавать задача : подготовить отчет о выполнять работа к 13 : 00 сегодня на денис', {'entities': [(58, 60, 'time'), (63, 65, 'time'), (66, 73, 'time')]}]"
Создай задачу : Отправить уведомление о срочном совещании к 15 : 30 завтра на Веру,создавать задача : отправлять уведомление о срочный совещание к 15 : 30 завтра на вера,"['создавать задача : отправлять уведомление о срочный совещание к 15 : 30 завтра на вера', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : отправлять уведомление о срочный совещание к 15 : 30 завтра на вера', {'entities': [(82, 86, 'person')]}]","['создавать задача : отправлять уведомление о срочный совещание к 15 : 30 завтра на вера', {'entities': [(64, 66, 'time'), (69, 71, 'time'), (72, 78, 'time')]}]"
Создай задачу : Разработать план обучения персонала к 17 : 00 сегодня на Ирину,создавать задача : разрабатывать план обучение персонал к 17 : 00 сегодня на ирина,"['создавать задача : разрабатывать план обучение персонал к 17 : 00 сегодня на ирина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать план обучение персонал к 17 : 00 сегодня на ирина', {'entities': [(77, 82, 'person')]}]","['создавать задача : разрабатывать план обучение персонал к 17 : 00 сегодня на ирина', {'entities': [(58, 60, 'time'), (63, 65, 'time'), (66, 73, 'time')]}]"
Создай задачу : Проверить выполнение задачи по графику к 9 : 15 утра на Марину,создавать задача : проверять выполнение задача по график к 9 : 15 утро на марина,"['создавать задача : проверять выполнение задача по график к 9 : 15 утро на марина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проверять выполнение задача по график к 9 : 15 утро на марина', {'entities': [(74, 80, 'person')]}]","['создавать задача : проверять выполнение задача по график к 9 : 15 утро на марина', {'entities': [(59, 60, 'time'), (63, 65, 'time'), (66, 70, 'time')]}]"
Создай задачу : Подготовить проморолик к 12 : 30 завтра на Надежду,создавать задача : подготовить проморолик к 12 : 30 завтра на надежда,"['создавать задача : подготовить проморолик к 12 : 30 завтра на надежда', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : подготовить проморолик к 12 : 30 завтра на надежда', {'entities': [(62, 69, 'person')]}]","['создавать задача : подготовить проморолик к 12 : 30 завтра на надежда', {'entities': [(44, 46, 'time'), (49, 51, 'time'), (52, 58, 'time')]}]"
Создай задачу : Отправить уведомление о переносе совещания к 14 : 45 сегодня на Игоря,создавать задача : отправлять уведомление о перенос совещание к 14 : 45 сегодня на игорь,"['создавать задача : отправлять уведомление о перенос совещание к 14 : 45 сегодня на игорь', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : отправлять уведомление о перенос совещание к 14 : 45 сегодня на игорь', {'entities': [(83, 88, 'person')]}]","['создавать задача : отправлять уведомление о перенос совещание к 14 : 45 сегодня на игорь', {'entities': [(64, 66, 'time'), (69, 71, 'time'), (72, 79, 'time')]}]"
Создай задачу : Провести обзор конкурентов к 17 : 15 завтра на Глеба,создавать задача : проводить обзор конкурент к 17 : 15 завтра на глеб,"['создавать задача : проводить обзор конкурент к 17 : 15 завтра на глеб', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить обзор конкурент к 17 : 15 завтра на глеб', {'entities': [(65, 69, 'person')]}]","['создавать задача : проводить обзор конкурент к 17 : 15 завтра на глеб', {'entities': [(47, 49, 'time'), (52, 54, 'time'), (55, 61, 'time')]}]"
Создай задачу : Подготовить отчет о результатах исследования к 9 : 45 утра на Артема,создавать задача : подготовить отчет о результат исследование к 9 : 45 утро на артем,"['создавать задача : подготовить отчет о результат исследование к 9 : 45 утро на артем', {'entities': [(0, 16, 'task_type')]}]",,"['создавать задача : подготовить отчет о результат исследование к 9 : 45 утро на артем', {'entities': [(64, 65, 'time'), (68, 70, 'time'), (71, 75, 'time')]}]"
Создай задачу : Разработать стратегию по снижению издержек к 12 : 15 завтра на Нину,создавать задача : разрабатывать стратегия по снижение издержки к 12 : 15 завтра на нина,"['создавать задача : разрабатывать стратегия по снижение издержки к 12 : 15 завтра на нина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать стратегия по снижение издержки к 12 : 15 завтра на нина', {'entities': [(84, 88, 'person')]}]","['создавать задача : разрабатывать стратегия по снижение издержки к 12 : 15 завтра на нина', {'entities': [(66, 68, 'time'), (71, 73, 'time'), (74, 80, 'time')]}]"
Создай задачу : Провести анализ рынка к 16 : 00 завтра на Ивана,создавать задача : проводить анализ рынок к 16 : 00 завтра на иван,"['создавать задача : проводить анализ рынок к 16 : 00 завтра на иван', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить анализ рынок к 16 : 00 завтра на иван', {'entities': [(62, 66, 'person')]}]","['создавать задача : проводить анализ рынок к 16 : 00 завтра на иван', {'entities': [(44, 46, 'time'), (49, 51, 'time'), (52, 58, 'time')]}]"
Создай задание : Разработать прототип интерфейса к 10 : 00 утра на Марию,создавать задание : разрабатывать прототип интерфейс к 10 : 00 утро на мария,"['создавать задание : разрабатывать прототип интерфейс к 10 : 00 утро на мария', {'entities': [(0, 17, 'task_type')]}]","['создавать задание : разрабатывать прототип интерфейс к 10 : 00 утро на мария', {'entities': [(71, 76, 'person')]}]","['создавать задание : разрабатывать прототип интерфейс к 10 : 00 утро на мария', {'entities': [(55, 57, 'time'), (60, 62, 'time'), (63, 67, 'time')]}]"
Создай задачу : Подготовить отчет по финансам к 18 : 00 сегодня на Анну,создавать задача : подготовить отчет по финансы к 18 : 00 сегодня на анна,"['создавать задача : подготовить отчет по финансы к 18 : 00 сегодня на анна', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : подготовить отчет по финансы к 18 : 00 сегодня на анна', {'entities': [(69, 73, 'person')]}]","['создавать задача : подготовить отчет по финансы к 18 : 00 сегодня на анна', {'entities': [(50, 52, 'time'), (55, 57, 'time'), (58, 65, 'time')]}]"
Назначь обязанность : Определить стратегию маркетинга к 14 : 30 завтра на Алексея,назначать обязанность : определять стратегия маркетинг к 14 : 30 завтра на алексей,"['назначать обязанность : определять стратегия маркетинг к 14 : 30 завтра на алексей', {'entities': [(0, 21, 'task_type')]}]","['назначать обязанность : определять стратегия маркетинг к 14 : 30 завтра на алексей', {'entities': [(75, 82, 'person')]}]","['назначать обязанность : определять стратегия маркетинг к 14 : 30 завтра на алексей', {'entities': [(57, 59, 'time'), (62, 64, 'time'), (65, 71, 'time')]}]"
Поставь задачу : Провести собеседование с кандидатом к 12 : 00 на следующий день на Ксению,поставлять задача : проводить собеседование с кандидат к 12 : 00 на следующий день на ксения,"['поставлять задача : проводить собеседование с кандидат к 12 : 00 на следующий день на ксения', {'entities': [(0, 17, 'task_type')]}]","['поставлять задача : проводить собеседование с кандидат к 12 : 00 на следующий день на ксения', {'entities': [(86, 92, 'person')]}]","['поставлять задача : проводить собеседование с кандидат к 12 : 00 на следующий день на ксения', {'entities': [(57, 59, 'time'), (62, 64, 'time'), (78, 82, 'time')]}]"
Задай миссию : Подготовить презентацию к 16 : 00 сегодня на Сергея,задавать миссия : подготовить презентация к 16 : 00 сегодня на сергей,,"['задавать миссия : подготовить презентация к 16 : 00 сегодня на сергей', {'entities': [(63, 69, 'person')]}]","['задавать миссия : подготовить презентация к 16 : 00 сегодня на сергей', {'entities': [(44, 46, 'time'), (49, 51, 'time'), (52, 59, 'time')]}]"
Создай задачу : Исправить баг с отображением интерфейса до конца недели на Андрея,создавать задача : исправлять баг с отображение интерфейс до конец неделя на андрей,"['создавать задача : исправлять баг с отображение интерфейс до конец неделя на андрей', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : исправлять баг с отображение интерфейс до конец неделя на андрей', {'entities': [(77, 83, 'person')]}]","['создавать задача : исправлять баг с отображение интерфейс до конец неделя на андрей', {'entities': [(58, 73, 'time')]}]"
Добавь задачу : Разработать новый модуль до 20 : 00 завтра на Марину,добавлять задача : разрабатывать новый модуль до 20 : 00 завтра на марина,"['добавлять задача : разрабатывать новый модуль до 20 : 00 завтра на марина', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : разрабатывать новый модуль до 20 : 00 завтра на марина', {'entities': [(67, 73, 'person')]}]","['добавлять задача : разрабатывать новый модуль до 20 : 00 завтра на марина', {'entities': [(49, 51, 'time'), (54, 56, 'time'), (57, 63, 'time')]}]"
Создай задачу : Провести тестирование функционала к 15 : 00 сегодня на Алексея,создавать задача : проводить тестирование функционал к 15 : 00 сегодня на алексей,"['создавать задача : проводить тестирование функционал к 15 : 00 сегодня на алексей', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить тестирование функционал к 15 : 00 сегодня на алексей', {'entities': [(74, 81, 'person')]}]","['создавать задача : проводить тестирование функционал к 15 : 00 сегодня на алексей', {'entities': [(55, 57, 'time'), (60, 62, 'time'), (63, 70, 'time')]}]"
Создай задание : Обновить документацию к 12 : 00 утра на Наталью,создавать задание : обновлять документация к 12 : 00 утро на наталья,"['создавать задание : обновлять документация к 12 : 00 утро на наталья', {'entities': [(0, 17, 'task_type')]}]","['создавать задание : обновлять документация к 12 : 00 утро на наталья', {'entities': [(61, 68, 'person')]}]","['создавать задание : обновлять документация к 12 : 00 утро на наталья', {'entities': [(45, 47, 'time'), (50, 52, 'time'), (53, 57, 'time')]}]"
Добавь задачу : Интегрировать новый API до 18 : 00 завтра на Ивана,добавлять задача : интегрировать новый api до 18 : 00 завтра на иван,"['добавлять задача : интегрировать новый api до 18 : 00 завтра на иван', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : интегрировать новый api до 18 : 00 завтра на иван', {'entities': [(64, 68, 'person')]}]","['добавлять задача : интегрировать новый api до 18 : 00 завтра на иван', {'entities': [(46, 48, 'time'), (51, 53, 'time'), (54, 60, 'time')]}]"
Создай задачу : Оптимизировать код до конца недели на Виктора,создавать задача : оптимизировать код до конец неделя на виктор,"['создавать задача : оптимизировать код до конец неделя на виктор', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : оптимизировать код до конец неделя на виктор', {'entities': [(57, 63, 'person')]}]","['создавать задача : оптимизировать код до конец неделя на виктор', {'entities': [(38, 53, 'time')]}]"
Создай задачу : Провести ревизию безопасности к 14 : 30 завтра на Анну,создавать задача : проводить ревизия безопасность к 14 : 30 завтра на анна,"['создавать задача : проводить ревизия безопасность к 14 : 30 завтра на анна', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить ревизия безопасность к 14 : 30 завтра на анна', {'entities': [(70, 74, 'person')]}]","['создавать задача : проводить ревизия безопасность к 14 : 30 завтра на анна', {'entities': [(52, 54, 'time'), (57, 59, 'time'), (60, 66, 'time')]}]"
Добавь задачу : Подготовить отчет о выполнении задачи к 16 : 00 сегодня на Дениса,добавлять задача : подготовить отчет о выполнение задача к 16 : 00 сегодня на денис,"['добавлять задача : подготовить отчет о выполнение задача к 16 : 00 сегодня на денис', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : подготовить отчет о выполнение задача к 16 : 00 сегодня на денис', {'entities': [(78, 83, 'person')]}]","['добавлять задача : подготовить отчет о выполнение задача к 16 : 00 сегодня на денис', {'entities': [(59, 61, 'time'), (64, 66, 'time'), (67, 74, 'time')]}]"
Создай задачу : Решить проблему совместимости с новой версией браузера до 10 : 00 утра на Ксению,создавать задача : решать проблема совместимость с новый версия браузер до 10 : 00 утро на ксения,"['создавать задача : решать проблема совместимость с новый версия браузер до 10 : 00 утро на ксения', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : решать проблема совместимость с новый версия браузер до 10 : 00 утро на ксения', {'entities': [(91, 97, 'person')]}]","['создавать задача : решать проблема совместимость с новый версия браузер до 10 : 00 утро на ксения', {'entities': [(75, 77, 'time'), (80, 82, 'time'), (83, 87, 'time')]}]"
Создай задачу : Оценить объем работы по новому проекту к 9 : 00 утра на Сергея,создавать задача : оценивать объем работа по новый проект к 9 : 00 утро на сергей,"['создавать задача : оценивать объем работа по новый проект к 9 : 00 утро на сергей', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : оценивать объем работа по новый проект к 9 : 00 утро на сергей', {'entities': [(75, 81, 'person')]}]","['создавать задача : оценивать объем работа по новый проект к 9 : 00 утро на сергей', {'entities': [(60, 61, 'time'), (64, 66, 'time'), (67, 71, 'time')]}]"
Создай задачу : Улучшить алгоритм обработки данных до 18 : 00 сегодня на Алису,создавать задача : улучшать алгоритм обработка данные до 18 : 00 сегодня на алиса,"['создавать задача : улучшать алгоритм обработка данные до 18 : 00 сегодня на алиса', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : улучшать алгоритм обработка данные до 18 : 00 сегодня на алиса', {'entities': [(76, 81, 'person')]}]","['создавать задача : улучшать алгоритм обработка данные до 18 : 00 сегодня на алиса', {'entities': [(57, 59, 'time'), (62, 64, 'time'), (65, 72, 'time')]}]"
Добавь задачу : Провести аудит кода к 12 : 00 завтра на Владимира,добавлять задача : проводить аудит код к 12 : 00 завтра на владимир,"['добавлять задача : проводить аудит код к 12 : 00 завтра на владимир', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : проводить аудит код к 12 : 00 завтра на владимир', {'entities': [(59, 67, 'person')]}]","['добавлять задача : проводить аудит код к 12 : 00 завтра на владимир', {'entities': [(41, 43, 'time'), (46, 48, 'time'), (49, 55, 'time')]}]"
Создай задачу : Подготовить тестовые данные для нового функционала до конца недели на Маргариту,создавать задача : подготовить тестовый данные для новый функционал до конец неделя на маргарита,"['создавать задача : подготовить тестовый данные для новый функционал до конец неделя на маргарита', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : подготовить тестовый данные для новый функционал до конец неделя на маргарита', {'entities': [(87, 96, 'person')]}]","['создавать задача : подготовить тестовый данные для новый функционал до конец неделя на маргарита', {'entities': [(68, 83, 'time')]}]"
Создай задачу : Разработать сценарии тестирования к 15 : 30 завтра на Павла,создавать задача : разрабатывать сценарий тестирование к 15 : 30 завтра на павел,"['создавать задача : разрабатывать сценарий тестирование к 15 : 30 завтра на павел', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать сценарий тестирование к 15 : 30 завтра на павел', {'entities': [(75, 80, 'person')]}]","['создавать задача : разрабатывать сценарий тестирование к 15 : 30 завтра на павел', {'entities': [(57, 59, 'time'), (62, 64, 'time'), (65, 71, 'time')]}]"
Добавь задачу : Обновить библиотеки зависимостей до 17 : 00 сегодня на Ольгу,добавлять задача : обновлять библиотека зависимость до 17 : 00 сегодня на ольга,"['добавлять задача : обновлять библиотека зависимость до 17 : 00 сегодня на ольга', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : обновлять библиотека зависимость до 17 : 00 сегодня на ольга', {'entities': [(74, 79, 'person')]}]","['добавлять задача : обновлять библиотека зависимость до 17 : 00 сегодня на ольга', {'entities': [(55, 57, 'time'), (60, 62, 'time'), (63, 70, 'time')]}]"
Создай задачу : Исправить ошибку в логике приложения до 14 : 00 завтра на Артема,создавать задача : исправлять ошибка в логика приложение до 14 : 00 завтра на артем,"['создавать задача : исправлять ошибка в логика приложение до 14 : 00 завтра на артем', {'entities': [(0, 16, 'task_type')]}]",,"['создавать задача : исправлять ошибка в логика приложение до 14 : 00 завтра на артем', {'entities': [(60, 62, 'time'), (65, 67, 'time'), (68, 74, 'time')]}]"
Создай задачу : Подготовить демонстрацию нового функционала к 16 : 30 сегодня на Елену,создавать задача : подготовить демонстрация новый функционал к 16 : 30 сегодня на елена,"['создавать задача : подготовить демонстрация новый функционал к 16 : 30 сегодня на елена', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : подготовить демонстрация новый функционал к 16 : 30 сегодня на елена', {'entities': [(82, 87, 'person')]}]","['создавать задача : подготовить демонстрация новый функционал к 16 : 30 сегодня на елена', {'entities': [(63, 65, 'time'), (68, 70, 'time'), (71, 78, 'time')]}]"
Добавь задачу : Провести тестирование производительности к 11 : 00 утра на Антона,добавлять задача : проводить тестирование производительность к 11 : 00 утро на антон,"['добавлять задача : проводить тестирование производительность к 11 : 00 утро на антон', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : проводить тестирование производительность к 11 : 00 утро на антон', {'entities': [(79, 84, 'person')]}]","['добавлять задача : проводить тестирование производительность к 11 : 00 утро на антон', {'entities': [(63, 65, 'time'), (68, 70, 'time'), (71, 75, 'time')]}]"
Создай задачу : Определить требования к новой функции до 19 : 00 завтра на Ирину,создавать задача : определять требование к новый функция до 19 : 00 завтра на ирина,"['создавать задача : определять требование к новый функция до 19 : 00 завтра на ирина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : определять требование к новый функция до 19 : 00 завтра на ирина', {'entities': [(78, 83, 'person')]}]","['создавать задача : определять требование к новый функция до 19 : 00 завтра на ирина', {'entities': [(60, 62, 'time'), (65, 67, 'time'), (68, 74, 'time')]}]"
Создай задачу : Разработать план обучения новых сотрудников к 13 : 00 сегодня на Софию,создавать задача : разрабатывать план обучение новый сотрудник к 13 : 00 сегодня на софия,"['создавать задача : разрабатывать план обучение новый сотрудник к 13 : 00 сегодня на софия', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать план обучение новый сотрудник к 13 : 00 сегодня на софия', {'entities': [(84, 89, 'person')]}]","['создавать задача : разрабатывать план обучение новый сотрудник к 13 : 00 сегодня на софия', {'entities': [(65, 67, 'time'), (70, 72, 'time'), (73, 80, 'time')]}]"
Добавь задачу : Интегрировать систему отслеживания ошибок до 18 : 30 завтра на Валентина,добавлять задача : интегрировать система отслеживание ошибка до 18 : 30 завтра на валентина,"['добавлять задача : интегрировать система отслеживание ошибка до 18 : 30 завтра на валентина', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : интегрировать система отслеживание ошибка до 18 : 30 завтра на валентина', {'entities': [(82, 91, 'person')]}]","['добавлять задача : интегрировать система отслеживание ошибка до 18 : 30 завтра на валентина', {'entities': [(64, 66, 'time'), (69, 71, 'time'), (72, 78, 'time')]}]"
Создай задачу : Провести обучение по новым стандартам кодирования к 10 : 30 утра на Людмилу,создавать задача : проводить обучение по новый стандарт кодирование к 10 : 30 утро на людмила,"['создавать задача : проводить обучение по новый стандарт кодирование к 10 : 30 утро на людмила', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить обучение по новый стандарт кодирование к 10 : 30 утро на людмила', {'entities': [(86, 93, 'person')]}]","['создавать задача : проводить обучение по новый стандарт кодирование к 10 : 30 утро на людмила', {'entities': [(70, 72, 'time'), (75, 77, 'time'), (78, 82, 'time')]}]"
Создай задачу : Обновить дизайн интерфейса к 14 : 00 завтра на Анатолия,создавать задача : обновлять дизайн интерфейс к 14 : 00 завтра на анатолий,"['создавать задача : обновлять дизайн интерфейс к 14 : 00 завтра на анатолий', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : обновлять дизайн интерфейс к 14 : 00 завтра на анатолий', {'entities': [(66, 74, 'person')]}]","['создавать задача : обновлять дизайн интерфейс к 14 : 00 завтра на анатолий', {'entities': [(48, 50, 'time'), (53, 55, 'time'), (56, 62, 'time')]}]"
Добавь задачу : Исправить проблему с совместимостью разрешений экрана до 16 : 30 сегодня на Татьяну,добавлять задача : исправлять проблема с совместимость разрешение экран до 16 : 30 сегодня на татьяна,"['добавлять задача : исправлять проблема с совместимость разрешение экран до 16 : 30 сегодня на татьяна', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : исправлять проблема с совместимость разрешение экран до 16 : 30 сегодня на татьяна', {'entities': [(94, 101, 'person')]}]","['добавлять задача : исправлять проблема с совместимость разрешение экран до 16 : 30 сегодня на татьяна', {'entities': [(75, 77, 'time'), (80, 82, 'time'), (83, 90, 'time')]}]"
Создай задачу : Подготовить документацию по API к 12 : 30 завтра на Дмитрия,создавать задача : подготовить документация по api к 12 : 30 завтра на дмитрий,"['создавать задача : подготовить документация по api к 12 : 30 завтра на дмитрий', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : подготовить документация по api к 12 : 30 завтра на дмитрий', {'entities': [(71, 78, 'person')]}]","['создавать задача : подготовить документация по api к 12 : 30 завтра на дмитрий', {'entities': [(53, 55, 'time'), (58, 60, 'time'), (61, 67, 'time')]}]"
Создай задачу : Провести ревью кода к 17 : 30 сегодня на Екатерину,создавать задача : проводить ревивать код к 17 : 30 сегодня на екатерина,"['создавать задача : проводить ревивать код к 17 : 30 сегодня на екатерина', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить ревивать код к 17 : 30 сегодня на екатерина', {'entities': [(63, 72, 'person')]}]","['создавать задача : проводить ревивать код к 17 : 30 сегодня на екатерина', {'entities': [(44, 46, 'time'), (49, 51, 'time'), (52, 59, 'time')]}]"
Добавь задачу : Интегрировать систему автоматизированного тестирования до 15 : 00 завтра на Анну,добавлять задача : интегрировать система автоматизированный тестирование до 15 : 00 завтра на анна,"['добавлять задача : интегрировать система автоматизированный тестирование до 15 : 00 завтра на анна', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : интегрировать система автоматизированный тестирование до 15 : 00 завтра на анна', {'entities': [(94, 98, 'person')]}]","['добавлять задача : интегрировать система автоматизированный тестирование до 15 : 00 завтра на анна', {'entities': [(76, 78, 'time'), (81, 83, 'time'), (84, 90, 'time')]}]"
Создай задачу : Провести анализ требований к новому проекту до 11 : 30 утра на Павла,создавать задача : проводить анализ требование к новый проект до 11 : 30 утро на павел,"['создавать задача : проводить анализ требование к новый проект до 11 : 30 утро на павел', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : проводить анализ требование к новый проект до 11 : 30 утро на павел', {'entities': [(81, 86, 'person')]}]","['создавать задача : проводить анализ требование к новый проект до 11 : 30 утро на павел', {'entities': [(65, 67, 'time'), (70, 72, 'time'), (73, 77, 'time')]}]"
Создай задачу : Разработать сценарии использования к 19 : 00 завтра на Маргариту,создавать задача : разрабатывать сценарий использование к 19 : 00 завтра на маргарита,"['создавать задача : разрабатывать сценарий использование к 19 : 00 завтра на маргарита', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать сценарий использование к 19 : 00 завтра на маргарита', {'entities': [(76, 85, 'person')]}]","['создавать задача : разрабатывать сценарий использование к 19 : 00 завтра на маргарита', {'entities': [(58, 60, 'time'), (63, 65, 'time'), (66, 72, 'time')]}]"
Добавь задачу : Подготовить отчет по выполненным задачам к 13 : 30 сегодня на Ивана,добавлять задача : подготовить отчет по выполнять задача к 13 : 30 сегодня на иван,"['добавлять задача : подготовить отчет по выполнять задача к 13 : 30 сегодня на иван', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : подготовить отчет по выполнять задача к 13 : 30 сегодня на иван', {'entities': [(78, 82, 'person')]}]","['добавлять задача : подготовить отчет по выполнять задача к 13 : 30 сегодня на иван', {'entities': [(59, 61, 'time'), (64, 66, 'time'), (67, 74, 'time')]}]"
Создай задачу : Исправить ошибку в алгоритме сортировки до 16 : 00 завтра на Алису,создавать задача : исправлять ошибка в алгоритм сортировка до 16 : 00 завтра на алиса,"['создавать задача : исправлять ошибка в алгоритм сортировка до 16 : 00 завтра на алиса', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : исправлять ошибка в алгоритм сортировка до 16 : 00 завтра на алиса', {'entities': [(80, 85, 'person')]}]","['создавать задача : исправлять ошибка в алгоритм сортировка до 16 : 00 завтра на алиса', {'entities': [(62, 64, 'time'), (67, 69, 'time'), (70, 76, 'time')]}]"
Создай задачу : Обновить документацию по процессу развертывания к 18 : 30 сегодня на Виктора,создавать задача : обновлять документация по процесс развертывание к 18 : 30 сегодня на виктор,"['создавать задача : обновлять документация по процесс развертывание к 18 : 30 сегодня на виктор', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : обновлять документация по процесс развертывание к 18 : 30 сегодня на виктор', {'entities': [(88, 94, 'person')]}]","['создавать задача : обновлять документация по процесс развертывание к 18 : 30 сегодня на виктор', {'entities': [(69, 71, 'time'), (74, 76, 'time'), (77, 84, 'time')]}]"
Добавь задачу : Провести тестирование безопасности к 12 : 00 завтра на Ксению,добавлять задача : проводить тестирование безопасность к 12 : 00 завтра на ксения,"['добавлять задача : проводить тестирование безопасность к 12 : 00 завтра на ксения', {'entities': [(0, 16, 'task_type')]}]","['добавлять задача : проводить тестирование безопасность к 12 : 00 завтра на ксения', {'entities': [(75, 81, 'person')]}]","['добавлять задача : проводить тестирование безопасность к 12 : 00 завтра на ксения', {'entities': [(57, 59, 'time'), (62, 64, 'time'), (65, 71, 'time')]}]"
Создай задачу : Улучшить интерфейс администратора до 14 : 30 утра на Андрея,создавать задача : улучшать интерфейс администратор до 14 : 30 утро на андрей,"['создавать задача : улучшать интерфейс администратор до 14 : 30 утро на андрей', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : улучшать интерфейс администратор до 14 : 30 утро на андрей', {'entities': [(71, 77, 'person')]}]","['создавать задача : улучшать интерфейс администратор до 14 : 30 утро на андрей', {'entities': [(55, 57, 'time'), (60, 62, 'time'), (63, 67, 'time')]}]"
Создай задачу : Разработать макет пользовательского интерфейса к 17 : 00 сегодня на Анну,создавать задача : разрабатывать макет пользовательский интерфейс к 17 : 00 сегодня на анна,"['создавать задача : разрабатывать макет пользовательский интерфейс к 17 : 00 сегодня на анна', {'entities': [(0, 16, 'task_type')]}]","['создавать задача : разрабатывать макет пользовательский интерфейс к 17 : 00 сегодня на анна', {'entities': [(87, 91, 'person')]}]","['создавать задача : разрабатывать макет пользовательский интерфейс к 17 : 00 сегодня на анна', {'entities': [(68, 70, 'time'), (73, 75, 'time'), (76, 83, 'time')]}]"
